date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-01-26 14:09:35,WSJ,,19,119,143,"The dangerous coronavirus at the heart of a fast-spreading outbreak is growing more contagious, Chinese officials said ",,,,1221435016665759744,https://twitter.com/WSJ/status/1221435016665759744
2020-01-26 12:51:27,XHNews,,8,122,251,"Three teams of military medics are flown in to help fight the novel #coronavirus outbreak in Wuhan. #pneumonia",,,#coronavirus #pneumonia,1221415354074849280,https://twitter.com/XHNews/status/1221415354074849280
2020-01-26 12:33:26,XHNews,,6,39,111,"About 50 mln USD donated via China Red Cross to help fight pneumonia outbreak #coronavirus http://xhne.ws/Z9aL7",,,#coronavirus,1221410817179971584,https://twitter.com/XHNews/status/1221410817179971584
2020-01-26 11:48:27,SkyNews,,16,22,42,"The government is ""looking at all options"" to help Britons stranded in the Chinese city at the centre of the coronavirus outbreak, the home secretary has said ",,,,1221399498427195394,https://twitter.com/SkyNews/status/1221399498427195394
2020-01-26 11:40:00,RT_com,,11,94,145,"#China bans WILDLIFE trade after #coronavirus outbreak linked to agricultural producers ",,,#China #coronavirus,1221397370451025921,https://twitter.com/RT_com/status/1221397370451025921
2020-01-26 11:27:06,XHNews,,8,25,56,"Check out this special edition on the official app of Xinhua to see #WhatPresidentXiSays on the prevention and control of the coronavirus outbreak http://xhne.ws/lmXSU",,,#WhatPresidentXiSays,1221394124059959298,https://twitter.com/XHNews/status/1221394124059959298
2020-01-26 10:12:36,XHNews,,6,26,64,"China is at a crucial time to prevent and control the novel coronavirus outbreak, a senior health official said Sunday http://xhne.ws/Yj24I",,,,1221375375822991360,https://twitter.com/XHNews/status/1221375375822991360
2020-01-26 08:40:39,XHNews,,7,46,137,"China will send additional 12 teams of more than 1,600 medical staff to areas hit hard by the novel coronavirus outbreak in Hubei Province, a senior health official said Sunday http://xhne.ws/HauZN",,,,1221352237945032704,https://twitter.com/XHNews/status/1221352237945032704
2020-01-26 07:32:20,RT_com,,311,772,944,"Scientists link new #coronavirus to bats. Soup made from the flying mammal is a popular dish in #Wuhan, #China – the origin of the outbreak ",,,#coronavirus #Wuhan #China,1221335045891416064,https://twitter.com/RT_com/status/1221335045891416064
2020-01-26 07:20:07,XHNews,,8,58,104,"30 provincial-level regions in China have activated a top-level emergency response to rein in the outbreak of #pneumonia associated with a novel #coronavirus ",,,#pneumonia #coronavirus,1221331970162077696,https://twitter.com/XHNews/status/1221331970162077696
2020-01-26 04:58:02,Reuters,,17,55,76,"Death toll from coronavirus outbreak in China at 56: state media https://reut.rs/2OfgPXV",,,,1221296212676050944,https://twitter.com/Reuters/status/1221296212676050944
2020-01-26 04:17:25,RT_com,,3,27,48,"India reviews readiness to deal with pandemic amid growing concerns over China coronavirus outbreak ",,,,1221285990335242240,https://twitter.com/RT_com/status/1221285990335242240
2020-01-26 01:25:38,Reuters,,27,136,125,"Death toll from coronavirus outbreak in China at 56: state media https://reut.rs/37uRPDp",,,,1221242763150229504,https://twitter.com/Reuters/status/1221242763150229504
2020-01-26 01:02:41,SkyNews,,34,95,154,"Coronavirus: 56 people killed from outbreak in China ",,,,1221236984934551553,https://twitter.com/SkyNews/status/1221236984934551553
2020-01-25 23:41:18,RT_com,,33,198,240,"China coronavirus death toll rises to 54 with 300+ new cases confirmed in outbreak epicenter Hubei ",,,,1221216505569914880,https://twitter.com/RT_com/status/1221216505569914880
2020-01-25 23:40:00,RT_com,,14,65,89,"US orders charter flight to evacuate citizens and diplomats from #Wuhan during #coronavirus outbreak — report https://on.rt.com/a9qm",,,#Wuhan #coronavirus,1221216176400789504,https://twitter.com/RT_com/status/1221216176400789504
2020-01-25 21:57:15,Telegraph,,8,25,25,"British citizens in Wuhan 'left in dark' by Foreign Office over coronavirus outbreak ",,,,1221190319431127041,https://twitter.com/Telegraph/status/1221190319431127041
2020-01-25 16:45:05,WSJ,,23,51,93,"The U.S. is planning to evacuate Americans from the Chinese city at the center of the coronavirus outbreak, says a person familiar with the matter ",,,,1221111759358103554,https://twitter.com/WSJ/status/1221111759358103554
2020-01-25 16:40:00,RT_com,,16,100,104,"US to evacuate its diplomats and ~1000 Americans from #Wuhan – the epicentre of a deadly #coronavirus outbreak ",,,#Wuhan #coronavirus,1221110480003006467,https://twitter.com/RT_com/status/1221110480003006467
2020-01-25 16:08:32,XHNews,,7,26,62,"Check out this special edition on the official app of Xinhua to see #WhatPresidentXiSays on the prevention and control of the outbreak of pneumonia caused by the novel coronavirus. ",,,#WhatPresidentXiSays,1221102562234990594,https://twitter.com/XHNews/status/1221102562234990594
2020-01-25 14:25:41,XHNews,,13,82,146,"Xi orders Party committees and governments at all levels take novel coronavirus outbreak prevention and control as the top priority of their work http://xhne.ws/F6LdF",,,,1221076677792555013,https://twitter.com/XHNews/status/1221076677792555013
2020-01-25 14:08:25,SkyNews,,13,28,48,"China's Wuhan city, the centre of the outbreak of the new coronavirus, will build a second dedicated hospital to treat patients ",,,,1221072334930546688,https://twitter.com/SkyNews/status/1221072334930546688
2020-01-25 12:17:00,XHNews,,53,332,894,"A nurse in Chengdu, China has her hair cut short before heading to Wuhan to help deal with the novel coronavirus outbreak. #pneumonia",,,#pneumonia,1221044294716477440,https://twitter.com/XHNews/status/1221044294716477440
2020-01-25 11:50:55,SkyNews,,66,146,220,"Drone footage shows the rapid construction of a new 1,000-bed hospital which authorities say will be built in just six days The number of people killed by the coronavirus has risen to 41 with the outbreak now having spread from China to 11 other countries https://trib.al/XcQP2wA",,,,1221037732430077954,https://twitter.com/SkyNews/status/1221037732430077954
2020-01-25 11:47:19,SkyNews,,15,44,35,"The number of people killed by the coronavirus has risen to 41 from 26 a day earlier, as the outbreak has spread from China to 11 other countries ",,,,1221036823847284738,https://twitter.com/SkyNews/status/1221036823847284738
2020-01-25 11:47:02,WSJ,,68,779,842,"The U.S. is planning to evacuate Americans from the Chinese city at the center of the coronavirus outbreak, says a person familiar with the matter ",,,,1221036752305033216,https://twitter.com/WSJ/status/1221036752305033216
2020-01-25 11:44:28,washingtonpost,,103,51,122,"In the wake of the coronavirus outbreak, should you cancel your trip to China? ",,,,1221036105736294400,https://twitter.com/washingtonpost/status/1221036105736294400
2020-01-25 11:28:02,SkyNews,,6,21,30,"Beijing's Forbidden City, part of the Great Wall and Shanghai Disneyland are among the attractions to close in China due to the coronavirus outbreak ",,,,1221031972862078976,https://twitter.com/SkyNews/status/1221031972862078976
2020-01-25 11:07:31,XHNews,,6,67,97,"Wuhan to ban motor vehicles to prevent coronavirus outbreak http://xhne.ws/Yr1ES",,,,1221026809136939010,https://twitter.com/XHNews/status/1221026809136939010
2020-01-25 08:30:07,WSJ,,16,96,125,"Wuhan has built dozens of new hospitals in recent years. But it's struggling to handle the coronavirus outbreak, which is still straining its resources. Supplies are running low. ",,,,1220987197333090305,https://twitter.com/WSJ/status/1220987197333090305
2020-01-25 08:21:02,SkyNews,,13,41,55,"The number of people killed by the coronavirus has risen to 41 from 26 a day earlier, as the outbreak has spread from China to 11 other countries https://trib.al/lx75r8h",,,,1220984913807269888,https://twitter.com/SkyNews/status/1220984913807269888
2020-01-25 07:27:48,SkyNewsBreak,,186,957,1845,"56 million people are now under lockdown as China increases its restrictions to stop the coronavirus outbreak from spreading and public transport has been closed across 18 cities",,,,1220971513848922117,https://twitter.com/SkyNewsBreak/status/1220971513848922117
2020-01-25 05:29:46,SkyNews,,25,66,72,"Coronavirus deaths rise to 41 in China as outbreak spreads to 11 other countries http://news.sky.com/story/coronavirus-deaths-rise-to-41-in-china-as-outbreak-spreads-to-11-other-countries-11917183",,,,1220941813135093761,https://twitter.com/SkyNews/status/1220941813135093761
2020-01-25 03:30:10,WSJ,,39,119,238,"China wants to become a world leader in health and science. Its performance handling the coronavirus outbreak shows it has a way to go. https://on.wsj.com/37BQtqk",,,,1220911712318251009,https://twitter.com/WSJ/status/1220911712318251009
2020-01-25 02:34:30,RT_com,,29,253,240,"Chinese doctor battling coronavirus on ‘front line’ of outbreak epicenter in Hubei dies as death toll reaches 41 ",,,,1220897706169847815,https://twitter.com/RT_com/status/1220897706169847815
2020-01-24 23:40:00,RT_com,,318,903,1020,"Bat soup is a popular dish in #Wuhan, #China, a location of the recent #coronavirus outbreak. Scientists link the deadly coronavirus to the flying mammals. ",,,#Wuhan #China #coronavirus,1220853788648460288,https://twitter.com/RT_com/status/1220853788648460288
2020-01-24 23:30:00,Reuters,,10,85,104,"U.S. health officials confirmed a second U.S. case of the Wuhan coronavirus. The Chicago resident had recently traveled to Wuhan, China, the epicenter of the outbreak that has killed 26 people in China and infected more than 800 globally https://reut.rs/2RL9394",,,,1220851271948800001,https://twitter.com/Reuters/status/1220851271948800001
2020-01-24 22:18:02,washingtonpost,,27,100,143,"First two coronavirus cases in Europe detected in France, second case of coronavirus confirmed in U.S. Follow our live updates on the outbreak ",,,,1220833164144197634,https://twitter.com/washingtonpost/status/1220833164144197634
2020-01-24 21:00:09,WSJ,,5,29,70,"The coronavirus outbreak that originated in central China has prompted closures of many of the nation’s best known landmarks and cultural sites ",,,,1220813562450452480,https://twitter.com/WSJ/status/1220813562450452480
2020-01-24 19:09:10,SkyNews,,6,33,43,"Beijing's Forbidden City, part of the Great Wall and Shanghai Disneyland are among the attractions to close in China due to the coronavirus outbreak https://trib.al/luriXQo",,,,1220785632391376896,https://twitter.com/SkyNews/status/1220785632391376896
2020-01-24 18:45:46,SkyNews,,37,27,45,"A new 'mystery' #coronavirus has killed more than a dozen people in China and has sparked fears of a global outbreak So what is the so-called 'wuhan virus' and can it be stopped? Here's our explainer ",,,#coronavirus,1220779741864775680,https://twitter.com/SkyNews/status/1220779741864775680
2020-01-24 15:00:01,Reuters,,5,22,29,"China races to build a new 1,000-bed hospital to cope with the coronavirus outbreak https://reut.rs/2TSaQM1",,,,1220722931744903168,https://twitter.com/Reuters/status/1220722931744903168
2020-01-24 14:59:04,SkyNews,,8,17,53,"Coronavirus: China faces economic hit from deadly outbreak ",,,,1220722692384546817,https://twitter.com/SkyNews/status/1220722692384546817
2020-01-24 14:44:26,XHNews,,26,110,191,"Xinhua Headlines: China is mobilizing medical staff to aid Wuhan, the center of the novel coronavirus (2019-nCoV) outbreak, as the country reported 830 confirmed cases of pneumonia caused by the virus and 25 deaths by the end of Thursday http://xhne.ws/i7miG",,,,1220719008275664897,https://twitter.com/XHNews/status/1220719008275664897
2020-01-24 14:20:57,SkyNews,,10,30,46,"A new 'mystery' #CoronaVirus has killed more than a dozen people in China and has sparked fears of a global outbreak So what is the so-called 'wuhan virus' and can it be stopped? Find out here ",,,#CoronaVirus,1220713098304262144,https://twitter.com/SkyNews/status/1220713098304262144
2020-01-24 14:03:06,WSJ,,7,53,82,"China’s currency has weakened as the coronavirus outbreak has spread. Here’s what we’re watching in the markets today, with @ahirtens. #WSJWhatsNow",,@ahirtens,#WSJWhatsNow,1220708608939261953,https://twitter.com/WSJ/status/1220708608939261953
2020-01-24 13:18:37,WSJ,,7,52,86,"When did the outbreak start? Is there treatment? Here's what we know about the Wuhan coronavirus ",,,,1220697414081925120,https://twitter.com/WSJ/status/1220697414081925120
2020-01-24 13:00:00,Reuters,,13,102,126,"China races to build a new 1,000-bed hospital to cope with the coronavirus outbreak https://reut.rs/2TSaQM1",,,,1220692727542603778,https://twitter.com/Reuters/status/1220692727542603778
2020-01-24 11:54:15,SkyNews,,16,36,56,"BREAKING: The government's emergency committee COBRA is being convened to discuss the deadly coronavirus outbreak. Sky's @laurabundock has the latest. Find out more about the #coronavirus here: https://trib.al/gydqZ8Y",,@laurabundock,#coronavirus,1220676181529329664,https://twitter.com/SkyNews/status/1220676181529329664
2020-01-24 11:47:37,XHNews,,50,364,650,"Wuhan is following Beijing's #SARS treatment model, building a special hospital for admitting patients infected in the outbreak of pneumonia caused by novel coronavirus ",,,#SARS,1220674510627713025,https://twitter.com/XHNews/status/1220674510627713025
2020-01-24 11:40:00,Reuters,,11,167,143,"Hospitals in China's Wuhan are struggling to cope with the coronavirus outbreak due to medical shortages. More here https://reut.rs/2sUyVH9",,,,1220672594757681152,https://twitter.com/Reuters/status/1220672594757681152
2020-01-24 11:29:42,SkyNewsBreak,,58,90,285,"The Prime Minister's spokesman says the Cobra emergency committee will meet today without Boris Johnson to discuss the new coronavirus outbreak and that the education department is speaking to universities on preparedness",,,,1220670004724666368,https://twitter.com/SkyNewsBreak/status/1220670004724666368
2020-01-24 10:23:00,TIME,,10,56,122,"The lessons of SARS never really left Hong Kong. Will that help stop an outbreak of the Wuhan coronavirus? ",,,,1220653216934912000,https://twitter.com/TIME/status/1220653216934912000
2020-01-24 10:05:06,SkyNews,,9,15,26,"'The experts have not yet reached a conclusion.' World Health Organisation spokesperson, Christian Lindmeier, explains why a 'global health emergency' has not been declared concerning the #coronavirus outbreak. Get the latest on coronavirus here https://trib.al/VlIZLCx",,,#coronavirus,1220648711556075522,https://twitter.com/SkyNews/status/1220648711556075522
2020-01-24 10:01:08,Reuters,,8,64,51,"An outbreak of a new coronavirus that began in the central Chinese city of Wuhan has killed 25 people and infected more than 800 globally. Here is what we know so far: ",,,,1220647717191475200,https://twitter.com/Reuters/status/1220647717191475200
2020-01-24 09:42:40,Telegraph,,28,88,93,"In response to the outbreak of a new, rapidly spreading Coronavirus in Wuhan, the Chinese government are building a new 1000 bed hospital in just 6 days to deal with the disease. Read more here: https://www.telegraph.co.uk/news/2020/01/23/inside-wuhan-ground-zero-coronavirus-epidemic/?li_source=LI&amp;li_medium=li-recommendation-widget",,,,1220643067885228032,https://twitter.com/Telegraph/status/1220643067885228032
2020-01-24 07:00:07,WSJ,,5,28,70,"The Wuhan coronavirus outbreak is fanning worries of a deeper economic slowdown in China, pushing the yuan down more than 1% this week ",,,,1220602161324810240,https://twitter.com/WSJ/status/1220602161324810240
2020-01-24 04:40:00,RT_com,,13,55,60,"Harrowing images of Chinese quarantine flood social media amid coronavirus outbreak VIDEOS: https://on.rt.com/a9le",,,,1220566898305224705,https://twitter.com/RT_com/status/1220566898305224705
2020-01-24 01:30:00,Reuters,,19,72,55,"The World Health Organization said it was ‘a bit too early’ to declare the new Chinese coronavirus a global health emergency amid an outbreak that has killed 18 people in China and infected around 650 globally https://reut.rs/37yb6DO",,,,1220519083298312192,https://twitter.com/Reuters/status/1220519083298312192
2020-01-24 01:10:06,WSJ,,4,25,42,"As China tries to control a coronavirus outbreak that has spread halfway around the world since it was first disclosed in December, it is also facing questions about the pace at which the outbreak was confronted ",,,,1220514076519956480,https://twitter.com/WSJ/status/1220514076519956480
2020-01-24 00:32:45,Reuters,,32,186,158,"JUST IN: Death toll from coronavirus outbreak in China at 25, state media reports ",,,,1220504676522766343,https://twitter.com/Reuters/status/1220504676522766343
2020-01-23 22:47:34,TIME,,9,59,95,"China puts in place strict transportation restrictions in Wuhan and other cities to contain coronavirus outbreak that has killed 18 people. Here's what to know ",,,,1220478206010105856,https://twitter.com/TIME/status/1220478206010105856
2020-01-23 22:30:00,Reuters,,11,29,58,".@Breakingviews columnist @dasha_reuters explains why China’s biggest luxury brands are a casualty in the country’s coronavirus outbreak ",,@Breakingviews @dasha_reuters,,1220473785054351364,https://twitter.com/Reuters/status/1220473785054351364
2020-01-23 21:54:24,Telegraph,,3,35,35,"#Coronavirus outbreak: Chinese live animal markets a 'recipe for disaster' ",,,#Coronavirus,1220464828181032961,https://twitter.com/Telegraph/status/1220464828181032961
2020-01-23 19:51:02,washingtonpost,,9,21,53,"Stock markets brace for economic impact of coronavirus outbreak ",,,,1220433780432867340,https://twitter.com/washingtonpost/status/1220433780432867340
2020-01-23 19:45:00,WSJ,,6,47,59,"Stocks around the world slumped Thursday as China locked down two more cities to try to contain the coronavirus outbreak #WSJWhatsNow https://on.wsj.com/2TQaRQE",,,#WSJWhatsNow,1220432261150957568,https://twitter.com/WSJ/status/1220432261150957568
2020-01-23 19:30:00,Reuters,,8,69,92,"A video shared by a resident of Wuhan shows people stocking up on supplies as China ordered a lockdown on the city at the epicenter of the coronavirus outbreak. Details here: https://reut.rs/2tL3nnh",,,,1220428486491492353,https://twitter.com/Reuters/status/1220428486491492353
2020-01-23 19:17:10,SkyNews,,17,29,53,"Five people are undergoing tests for the #Coronavirus in Scotland but none have been confirmed as having the disease so far, the country's govt says. @JamesMatthewSky has the latest from Edinburgh. All you need to know about the #CoronavirusOutbreak https://trib.al/qVkWUV7",,@jamesmatthewsky,#Coronavirus #CoronavirusOutbreak,1220425256797646848,https://twitter.com/SkyNews/status/1220425256797646848
2020-01-23 19:02:19,washingtonpost,,7,34,75,"With its central location, Wuhan might be thought of as China’s Chicago — but its far bigger. The city at the center of coronavirus outbreak. ",,,,1220421520046030849,https://twitter.com/washingtonpost/status/1220421520046030849
2020-01-23 18:47:38,XHNews,,4,66,75,"#BREAKING: WHO says too early to declare #coronavirus outbreak in China a global health emergency, but it is an emergency in China ",,,#BREAKING #coronavirus,1220417827275931651,https://twitter.com/XHNews/status/1220417827275931651
2020-01-23 18:40:00,RT_com,,23,77,61,"People flee #China’s #Wuhan, where #coronavirus outbreak originated https://on.rt.com/a9le",,,#China #Wuhan #coronavirus,1220415903365398529,https://twitter.com/RT_com/status/1220415903365398529
2020-01-23 18:40:00,Reuters,,20,250,272,"China has put Wuhan, a city of 11 million people, and neighboring Huanggang, a city of some 7 million people, under lockdown. Authorities have urged citizens in the two cities at the epicenter of a coronavirus outbreak not to leave https://reut.rs/2tL3nnh",,,,1220415903268917248,https://twitter.com/Reuters/status/1220415903268917248
2020-01-23 18:36:34,SkyNews,,10,22,37,"A new 'mystery' #CoronaVirus has killed more than a dozen people in China and has sparked fears of a global outbreak So what is the so-called 'wuhan virus' and can it be stopped? Find out here ",,,#CoronaVirus,1220415038869078023,https://twitter.com/SkyNews/status/1220415038869078023
2020-01-23 18:29:38,SkyNewsBreak,,12,41,68,"World Health Organisation says it is ""too early"" to consider the coronavirus outbreak as a public health emergency of international concern",,,,1220413295317934080,https://twitter.com/SkyNewsBreak/status/1220413295317934080
2020-01-23 17:30:00,Reuters,,1,62,78,"Amid fears of a new Chinese coronavirus, Lagos airport authorities said Nigeria was more prepared to monitor outbreaks in airports because of the Ebola epidemic ",,,,1220398288349863937,https://twitter.com/Reuters/status/1220398288349863937
2020-01-23 16:31:34,RT_com,,2,23,28,"Chinese quarantine flood social media amid #coronavirus outbreak https://on.rt.com/a9le",,,#coronavirus,1220383584030199808,https://twitter.com/RT_com/status/1220383584030199808
2020-01-23 16:10:34,SkyNews,,14,34,66,"A game in which players create a disease which attempts to wipe out the entire world's population has soared to the top of the App Store in China amid an outbreak of the deadly #CoronaVirus ",,,#CoronaVirus,1220378297122553861,https://twitter.com/SkyNews/status/1220378297122553861
2020-01-23 16:10:22,SkyNewsBreak,,11,39,98,"Prime Minister Boris Johnson's spokesman says government will keep coronavirus outbreak situation under continuous review and there have been no positive tests",,,,1220378248732925955,https://twitter.com/SkyNewsBreak/status/1220378248732925955
2020-01-23 15:31:56,SkyNews,,36,20,47,"Coronavirus: How does the UK respond to an outbreak? ",,,,1220368574390423558,https://twitter.com/SkyNews/status/1220368574390423558
2020-01-23 15:30:16,WSJ,,18,70,100,"“If I don’t leave now, I won’t be able to get out.” Thousands of travelers packed Wuhan's main train station to beat the lockdown sparked by the coronavirus outbreak. ",,,,1220368157384286209,https://twitter.com/WSJ/status/1220368157384286209
2020-01-23 14:10:00,Reuters,,17,166,175,"A video shared by a Wuhan resident shows empty shelves at supermarkets as people stock up in the city of 11 million under lockdown to stop the coronavirus outbreak. Full report: https://reut.rs/2tL3nnh",,,,1220347955615428609,https://twitter.com/Reuters/status/1220347955615428609
2020-01-23 13:40:50,SkyNews,,27,50,150,"Coronavirus: UK-made 'Plague' game downloads soar in China amid virus outbreak ",,,,1220340615952633856,https://twitter.com/SkyNews/status/1220340615952633856
2020-01-23 13:40:00,RT_com,,9,86,99,"#Coronavirus: Second Chinese city shuts down all public transport amid deadly virus outbreak https://on.rt.com/a9l0",,,#Coronavirus,1220340405818077184,https://twitter.com/RT_com/status/1220340405818077184
2020-01-23 13:30:00,Reuters,,10,59,89,"China locks down the two cities at the epicenter of a coronavirus outbreak: Wuhan and Huanggang https://reut.rs/2tL3nnh",,,,1220337889571196928,https://twitter.com/Reuters/status/1220337889571196928
2020-01-23 12:46:47,SkyNews,,20,26,36,"China coronavirus outbreak: How do you lock down a city the size of London? ",,,,1220327014978215937,https://twitter.com/SkyNews/status/1220327014978215937
2020-01-23 12:42:44,washingtonpost,,9,62,96,"Wuhan quarantine expands as Chinese fear authorities withholding information about coronavirus outbreak ",,,,1220325996219551744,https://twitter.com/washingtonpost/status/1220325996219551744
2020-01-23 12:15:37,RT_com,,4,48,50,"#Beijing cancels major public events including Chinese New Year Temple fairs due to #coronavirus outbreak – reports https://on.rt.com/a9l2",,,#Beijing #coronavirus,1220319169935220737,https://twitter.com/RT_com/status/1220319169935220737
